username,domain,name,slug,is_primary
KyivIndependent,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
KyivIndependent,newsmast.social,Black Voices,black_voices,false
KyivIndependent,newsmast.social,Breaking News,breaking_news,false
KyivIndependent,newsmast.social,Government & Policy,government_policy,true
paige_travels,newsmast.social,Travel,travel,true
IlCava,mastodon.uno,"Hunger, Disease & Water",hunger_disease_water,false
relaxedmale,newsmast.social,Breaking News,breaking_news,false
KyivIndependent,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
KyivIndependent,newsmast.social,Disabled Voices,disabled_voices,false
relaxedmale,newsmast.social,Food & Drink,food_drink,false
relaxedmale,newsmast.social,Gaming,gaming,false
KyivIndependent,newsmast.social,Healthcare,healthcare,false
relaxedmale,newsmast.social,Government & Policy,government_policy,false
KyivIndependent,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
KyivIndependent,newsmast.social,Immigrants Rights,immigrants_rights,false
KyivIndependent,newsmast.social,Indigenous Peoples,indigenous_peoples,false
KyivIndependent,newsmast.social,Poverty & Inequality,poverty_inequality,false
LawyerSchiff,newsmast.social,Academia & Research,academia_research,false
LawyerSchiff,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
KyivIndependent,newsmast.social,Law & Justice,law_justice,false
KyivIndependent,newsmast.social,LGBTQ+,lgbtq,false
KyivIndependent,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
KyivIndependent,newsmast.social,Journalism & Comment,news_comment_data,false
KyivIndependent,newsmast.social,Politics,politics,false
LawyerSchiff,newsmast.social,Architecture & Design,architecture_design,false
LawyerSchiff,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
LawyerSchiff,newsmast.social,Business,business,false
LawyerSchiff,newsmast.social,Climate change,climate_change,false
KyivIndependent,newsmast.social,Ukraine Invasion,ukraine_invasion,false
KyivIndependent,newsmast.social,Weather,weather,false
KyivIndependent,newsmast.social,Women’s Voices,women_voices,false
KyivIndependent,newsmast.social,Workers Rights,workers_rights,false
LawyerSchiff,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
drvolts,newsmast.social,Politics,politics,false
LawyerSchiff,newsmast.social,Environment,environment,false
LawyerSchiff,newsmast.social,Food & Drink,food_drink,false
LawyerSchiff,newsmast.social,Government & Policy,government_policy,false
drvolts,newsmast.social,Science,science,false
drvolts,newsmast.social,Space,space,false
drvolts,newsmast.social,Technology,technology,false
elliemroberts,newsmast.social,Breaking News,breaking_news,false
LawyerSchiff,newsmast.social,Healthcare,healthcare,false
elliemroberts,newsmast.social,Disabled Voices,disabled_voices,false
elliemroberts,newsmast.social,Humanities,humanities,false
elliemroberts,newsmast.social,Visual Arts,visual_arts,false
elliemroberts,newsmast.social,Women’s Voices,women_voices,false
elliemroberts,newsmast.social,History,history,true
drvolts,newsmast.social,Ukraine Invasion,ukraine_invasion,false
LawyerSchiff,newsmast.social,History,history,false
drvolts,newsmast.social,Weather,weather,false
LawyerSchiff,newsmast.social,Humour,humour,false
drvolts,newsmast.social,Energy & Pollution,energy_pollution,true
LawyerSchiff,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
LawyerSchiff,newsmast.social,Markets & Finance,markets_finance,false
WilliamHolland,newsmast.social,Healthcare,healthcare,false
LawyerSchiff,newsmast.social,Nature & Wildlife,nature_wildlife,false
IlCava,mastodon.uno,Immigrants Rights,immigrants_rights,false
Sam,newsmast.social,AI,ai,false
Sam,newsmast.social,Architecture & Design,architecture_design,false
LawyerSchiff,newsmast.social,Journalism & Comment,news_comment_data,false
Sam,newsmast.social,LGBTQ+,lgbtq,false
Sam,newsmast.social,Politics,politics,false
orianavmatos,newsmast.social,Travel,travel,false
ChinHuaLu,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
ChinHuaLu,newsmast.social,Books & Literature,books_literature,false
ChinHuaLu,newsmast.social,Creative Arts,creative_arts,false
LawyerSchiff,newsmast.social,Performing Arts,performing_arts,false
ChinHuaLu,newsmast.social,Food & Drink,food_drink,false
ChinHuaLu,newsmast.social,Gaming,gaming,false
LawyerSchiff,newsmast.social,Politics,politics,false
ChinHuaLu,newsmast.social,Humour,humour,false
ChinHuaLu,newsmast.social,Immigrants Rights,immigrants_rights,false
LawyerSchiff,newsmast.social,Poverty & Inequality,poverty_inequality,false
ChinHuaLu,newsmast.social,Movies,movies,false
ChinHuaLu,newsmast.social,Nature & Wildlife,nature_wildlife,false
ChinHuaLu,newsmast.social,Performing Arts,performing_arts,false
ChinHuaLu,newsmast.social,Pets,pets,false
WilliamHolland,newsmast.social,Law & Justice,law_justice,false
WilliamHolland,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
LawyerSchiff,newsmast.social,Social Media,social_media,false
LawyerSchiff,newsmast.social,Law & Justice,law_justice,true
relaxedmale,newsmast.social,Humour,humour,false
relaxedmale,newsmast.social,Nature & Wildlife,nature_wildlife,false
jaclynasiegel,newsmast.social,Food & Drink,food_drink,false
guzz,newsmast.social,Books & Literature,books_literature,false
ChinHuaLu,newsmast.social,Science,science,false
ChinHuaLu,newsmast.social,Travel,travel,false
ChinHuaLu,newsmast.social,TV & Radio,tv_radio,false
IlCava,mastodon.uno,Healthcare,healthcare,false
ChinHuaLu,newsmast.social,Women’s Voices,women_voices,true
peter,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,true
jaclynasiegel,newsmast.social,Social Sciences,social_sciences,true
guzz,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
guzz,newsmast.social,Environment,environment,false
guzz,newsmast.social,Food & Drink,food_drink,false
guzz,newsmast.social,Government & Policy,government_policy,false
guzz,newsmast.social,History,history,false
guzz,newsmast.social,Humanities,humanities,false
guzz,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
KamranSaeed,newsmast.social,AI,ai,false
KamranSaeed,newsmast.social,Breaking News,breaking_news,false
KamranSaeed,newsmast.social,Business,business,false
guzz,newsmast.social,Movies,movies,false
peter,newsmast.social,AI,ai,false
guzz,newsmast.social,Music,music,false
peter,newsmast.social,Climate change,climate_change,false
guzz,newsmast.social,Journalism & Comment,news_comment_data,false
peter,newsmast.social,Energy & Pollution,energy_pollution,false
peter,newsmast.social,Environment,environment,false
guzz,newsmast.social,Pets,pets,false
guzz,newsmast.social,Philosophy,philosophy,false
guzz,newsmast.social,Politics,politics,false
guzz,newsmast.social,Puzzles,puzzles,false
guzz,newsmast.social,Science,science,false
guzz,newsmast.social,Social Sciences,social_sciences,false
KamranSaeed,newsmast.social,Climate change,climate_change,false
guzz,newsmast.social,Space,space,false
guzz,newsmast.social,Technology,technology,false
KamranSaeed,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
guzz,newsmast.social,Travel,travel,false
KamranSaeed,newsmast.social,Energy & Pollution,energy_pollution,false
guzz,newsmast.social,Photography,photography,true
Alastair,mastodon.me.uk,Breaking News,breaking_news,false
KamranSaeed,newsmast.social,Football,football,false
KamranSaeed,newsmast.social,Government & Policy,government_policy,false
KamranSaeed,newsmast.social,Healthcare,healthcare,false
GJMPUBLISHER,newsmast.social,AI,ai,false
KamranSaeed,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
GJMPUBLISHER,newsmast.social,Business,business,false
KamranSaeed,newsmast.social,Poverty & Inequality,poverty_inequality,false
GJMPUBLISHER,newsmast.social,Creative Arts,creative_arts,false
KamranSaeed,newsmast.social,Law & Justice,law_justice,false
KamranSaeed,newsmast.social,Markets & Finance,markets_finance,false
KamranSaeed,newsmast.social,Politics,politics,false
GJMPUBLISHER,newsmast.social,Food & Drink,food_drink,false
enriqueanarte,newsmast.social,Breaking News,breaking_news,false
KamranSaeed,newsmast.social,Sport,sport,false
enriqueanarte,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
KamranSaeed,newsmast.social,Technology,technology,false
KamranSaeed,newsmast.social,Ukraine Invasion,ukraine_invasion,false
KamranSaeed,newsmast.social,Weather,weather,false
KamranSaeed,newsmast.social,Journalism & Comment,news_comment_data,true
samf,newsmast.social,Pets,pets,false
samf,newsmast.social,Philosophy,philosophy,false
enriqueanarte,newsmast.social,Journalism & Comment,news_comment_data,false
ksetiya,newsmast.social,Energy & Pollution,energy_pollution,false
ksetiya,newsmast.social,Engineering,engineering,false
ksetiya,newsmast.social,Environment,environment,false
enriqueanarte,newsmast.social,Politics,politics,false
enriqueanarte,newsmast.social,LGBTQ+,lgbtq,true
GJMPUBLISHER,newsmast.social,Travel,travel,false
GJMPUBLISHER,newsmast.social,LGBTQ+,lgbtq,true
ksetiya,newsmast.social,Food & Drink,food_drink,false
davidadobbs,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
ksetiya,newsmast.social,Football,football,false
ksetiya,newsmast.social,Gaming,gaming,false
ksetiya,newsmast.social,Government & Policy,government_policy,false
davidadobbs,newsmast.social,Climate change,climate_change,false
ksetiya,newsmast.social,Healthcare,healthcare,false
ksetiya,newsmast.social,History,history,false
davidadobbs,newsmast.social,Environment,environment,false
ksetiya,newsmast.social,Humanities,humanities,false
ksetiya,newsmast.social,Humour,humour,false
ksetiya,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
ksetiya,newsmast.social,Immigrants Rights,immigrants_rights,false
davidadobbs,newsmast.social,History,history,false
ksetiya,newsmast.social,Indigenous Peoples,indigenous_peoples,false
ksetiya,newsmast.social,Poverty & Inequality,poverty_inequality,false
davidadobbs,newsmast.social,Humanities,humanities,false
ksetiya,newsmast.social,Law & Justice,law_justice,false
davidadobbs,newsmast.social,Science,science,true
ksetiya,newsmast.social,LGBTQ+,lgbtq,false
jsit,newsmast.social,Weather,weather,false
ksetiya,newsmast.social,Markets & Finance,markets_finance,false
ksetiya,newsmast.social,Mathematics,mathematics,false
ksetiya,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
ksetiya,newsmast.social,Movies,movies,false
ksetiya,newsmast.social,Music,music,false
ksetiya,newsmast.social,Nature & Wildlife,nature_wildlife,false
ksetiya,newsmast.social,Journalism & Comment,news_comment_data,false
ksetiya,newsmast.social,Performing Arts,performing_arts,false
ksetiya,newsmast.social,Pets,pets,false
ksetiya,newsmast.social,Photography,photography,false
ksetiya,newsmast.social,Physics,physics,false
ksetiya,newsmast.social,Philosophy,philosophy,true
jaclynasiegel,newsmast.social,Humour,humour,false
jaclynasiegel,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
jaclynasiegel,newsmast.social,Nature & Wildlife,nature_wildlife,false
jaclynasiegel,newsmast.social,Puzzles,puzzles,false
jaclynasiegel,newsmast.social,Space,space,false
ksetiya,newsmast.social,Politics,politics,false
seema,newsmast.social,Social Sciences,social_sciences,true
rewildingsam,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,true
FreddieJ,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
ksetiya,newsmast.social,Puzzles,puzzles,false
ksetiya,newsmast.social,Science,science,false
ksetiya,newsmast.social,Social Sciences,social_sciences,false
ksetiya,newsmast.social,Space,space,false
ksetiya,newsmast.social,Sport,sport,false
ksetiya,newsmast.social,Technology,technology,false
ksetiya,newsmast.social,Travel,travel,false
ksetiya,newsmast.social,TV & Radio,tv_radio,false
ksetiya,newsmast.social,Ukraine Invasion,ukraine_invasion,false
ksetiya,newsmast.social,Visual Arts,visual_arts,false
ksetiya,newsmast.social,Weather,weather,false
ksetiya,newsmast.social,Women’s Voices,women_voices,false
ksetiya,newsmast.social,Workers Rights,workers_rights,false
matt_cary,newsmast.social,AI,ai,false
matt_cary,newsmast.social,Black Voices,black_voices,false
matt_cary,newsmast.social,Disabled Voices,disabled_voices,false
MKandHerBC,newsmast.social,Business,business,false
MKandHerBC,newsmast.social,Humour,humour,false
MKandHerBC,newsmast.social,Puzzles,puzzles,false
MKandHerBC,newsmast.social,Pets,pets,true
jaclynasiegel,newsmast.social,Travel,travel,false
Laurens,newsmast.social,Ukraine Invasion,ukraine_invasion,false
Laurens,newsmast.social,Weather,weather,false
Laurens,newsmast.social,Technology,technology,true
jperlow,newsmast.social,Science,science,false
PhilPlait,newsmast.social,Climate change,climate_change,false
PhilPlait,newsmast.social,Humour,humour,false
PhilPlait,newsmast.social,Physics,physics,false
PhilPlait,newsmast.social,Space,space,false
PhilPlait,newsmast.social,Science,science,true
jperlow,newsmast.social,Social Media,social_media,false
pot8um,newsmast.social,Gaming,gaming,false
pot8um,newsmast.social,LGBTQ+,lgbtq,false
pot8um,newsmast.social,Movies,movies,false
pot8um,newsmast.social,Music,music,false
pot8um,newsmast.social,Journalism & Comment,news_comment_data,false
jperlow,newsmast.social,Space,space,false
pot8um,newsmast.social,Science,science,false
pot8um,newsmast.social,Social Sciences,social_sciences,false
pot8um,newsmast.social,Space,space,false
pot8um,newsmast.social,Visual Arts,visual_arts,false
pot8um,newsmast.social,Women’s Voices,women_voices,false
pot8um,newsmast.social,Disabled Voices,disabled_voices,true
jperlow,newsmast.social,Technology,technology,false
jperlow,newsmast.social,Ukraine Invasion,ukraine_invasion,false
jperlow,newsmast.social,Weather,weather,false
jperlow,newsmast.social,Journalism & Comment,news_comment_data,true
adanvers,newsmast.social,Academia & Research,academia_research,false
adanvers,newsmast.social,Biology,biology,false
adanvers,newsmast.social,Breaking News,breaking_news,false
adanvers,newsmast.social,Climate change,climate_change,false
adanvers,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
adanvers,newsmast.social,Government & Policy,government_policy,false
rogerg44,newsmast.social,Architecture & Design,architecture_design,false
adanvers,newsmast.social,Healthcare,healthcare,false
rogerg44,newsmast.social,Music,music,false
rogerg44,newsmast.social,Performing Arts,performing_arts,false
rogerg44,newsmast.social,Photography,photography,false
rogerg44,newsmast.social,TV & Radio,tv_radio,false
rogerg44,newsmast.social,Visual Arts,visual_arts,false
rogerg44,newsmast.social,Movies,movies,true
adanvers,newsmast.social,History,history,false
adanvers,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
lawyer,newsmast.social,Food & Drink,food_drink,false
lawyer,newsmast.social,Gaming,gaming,false
adanvers,newsmast.social,Law & Justice,law_justice,false
adanvers,newsmast.social,Journalism & Comment,news_comment_data,false
adanvers,newsmast.social,Philosophy,philosophy,false
adanvers,newsmast.social,Politics,politics,false
rewildingsam,newsmast.social,Climate change,climate_change,false
rewildingsam,newsmast.social,Environment,environment,false
rewildingsam,newsmast.social,Photography,photography,false
adanvers,newsmast.social,Poverty & Inequality,poverty_inequality,false
adanvers,newsmast.social,Science,science,false
adanvers,newsmast.social,Technology,technology,false
adanvers,newsmast.social,US Politics,us_politics,false
cate,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
cate,newsmast.social,Books & Literature,books_literature,false
cate,newsmast.social,Humanities,humanities,false
cate,newsmast.social,Poverty & Inequality,poverty_inequality,false
cate,newsmast.social,Philosophy,philosophy,false
cate,newsmast.social,Women’s Voices,women_voices,true
candice_chirwa,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
candice_chirwa,newsmast.social,Black Voices,black_voices,false
candice_chirwa,newsmast.social,Humanities,humanities,false
candice_chirwa,newsmast.social,LGBTQ+,lgbtq,false
candice_chirwa,newsmast.social,Women’s Voices,women_voices,false
seema,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
seema,newsmast.social,Climate change,climate_change,false
seema,newsmast.social,Environment,environment,false
Crof,newsmast.social,AI,ai,false
Crof,newsmast.social,Biology,biology,false
Crof,newsmast.social,Climate change,climate_change,false
Crof,newsmast.social,Energy & Pollution,energy_pollution,false
Crof,newsmast.social,Healthcare,healthcare,false
Crof,newsmast.social,History,history,false
Crof,newsmast.social,Poverty & Inequality,poverty_inequality,false
Crof,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
Crof,newsmast.social,Journalism & Comment,news_comment_data,false
Crof,newsmast.social,Politics,politics,false
tillathenun,newsmast.social,Technology,technology,true
guzz,newsmast.social,Ukraine Invasion,ukraine_invasion,false
Crof,newsmast.social,Social Sciences,social_sciences,false
Crof,newsmast.social,Ukraine Invasion,ukraine_invasion,false
guzz,newsmast.social,Social Media,social_media,false
LynnNanos,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
guzz,newsmast.social,Poverty & Inequality,poverty_inequality,false
guzz,newsmast.social,Healthcare,healthcare,false
TheCultofCalcio,newsmast.social,Business,business,false
TheCultofCalcio,newsmast.social,Journalism & Comment,news_comment_data,false
TheCultofCalcio,newsmast.social,Sport,sport,false
guzz,newsmast.social,Business,business,false
guzz,newsmast.social,Workers Rights,workers_rights,false
LeslieTay,newsmast.social,Photography,photography,false
LeslieTay,newsmast.social,Science,science,false
guzz,newsmast.social,Engineering,engineering,false
LeslieTay,newsmast.social,Food & Drink,food_drink,true
TheCultofCalcio,newsmast.social,Football,football,true
guzz,newsmast.social,Chemistry,chemistry,false
guzz,newsmast.social,Gaming,gaming,false
brasmus,newsmast.social,Energy & Pollution,energy_pollution,false
brasmus,newsmast.social,Climate change,climate_change,true
guzz,newsmast.social,Visual Arts,visual_arts,false
guzz,newsmast.social,Creative Arts,creative_arts,false
MummyMatters,newsmast.social,Creative Arts,creative_arts,false
mariana_b,newsmast.social,AI,ai,false
awanderfulsole,newsmast.social,Architecture & Design,architecture_design,false
sean,newsmast.social,Visual Arts,visual_arts,false
awanderfulsole,newsmast.social,Gaming,gaming,false
awanderfulsole,newsmast.social,Movies,movies,false
awanderfulsole,newsmast.social,Music,music,false
awanderfulsole,newsmast.social,Performing Arts,performing_arts,false
awanderfulsole,newsmast.social,TV & Radio,tv_radio,false
awanderfulsole,newsmast.social,Visual Arts,visual_arts,false
awanderfulsole,newsmast.social,Photography,photography,true
ThirdTime,newsmast.social,Social Media,social_media,false
MummyMatters,newsmast.social,Nature & Wildlife,nature_wildlife,false
MummyMatters,newsmast.social,Pets,pets,false
MummyMatters,newsmast.social,Travel,travel,false
jsit,newsmast.social,Breaking News,breaking_news,true
ThirdTime,newsmast.social,Ukraine Invasion,ukraine_invasion,false
ThirdTime,newsmast.social,Weather,weather,false
lgsmsec,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
lgsmsec,newsmast.social,Energy & Pollution,energy_pollution,false
ThirdTime,newsmast.social,Breaking News,breaking_news,true
lgsmsec,newsmast.social,Law & Justice,law_justice,false
lgsmsec,newsmast.social,Journalism & Comment,news_comment_data,false
lgsmsec,newsmast.social,Politics,politics,false
lgsmsec,newsmast.social,Workers Rights,workers_rights,false
lgsmsec,newsmast.social,LGBTQ+,lgbtq,true
vespula,newsmast.social,Science,science,false
orianavmatos,newsmast.social,Biology,biology,false
Anneliese,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
Anneliese,newsmast.social,Climate change,climate_change,false
tillathenun,newsmast.social,Climate change,climate_change,false
sitothebo,newsmast.social,Journalism & Comment,news_comment_data,false
tillathenun,newsmast.social,Movies,movies,false
tillathenun,newsmast.social,Science,science,false
adanvers,newsmast.social,Social Sciences,social_sciences,true
Anneliese,newsmast.social,Energy & Pollution,energy_pollution,false
Anneliese,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
Anneliese,newsmast.social,Journalism & Comment,news_comment_data,false
markrubbo,newsmast.social,Academia & Research,academia_research,false
RhondaAlbom,newsmast.social,Architecture & Design,architecture_design,false
RhondaAlbom,newsmast.social,Environment,environment,false
RhondaAlbom,newsmast.social,Humour,humour,false
RhondaAlbom,newsmast.social,Photography,photography,false
RhondaAlbom,newsmast.social,Visual Arts,visual_arts,false
RhondaAlbom,newsmast.social,Travel,travel,true
aliegilbert,newsmast.social,Environment,environment,false
aliegilbert,newsmast.social,LGBTQ+,lgbtq,false
aliegilbert,newsmast.social,Journalism & Comment,news_comment_data,false
aliegilbert,newsmast.social,Science,science,false
aliegilbert,newsmast.social,Women’s Voices,women_voices,false
tomy,newsmast.social,AI,ai,false
tomy,newsmast.social,Biology,biology,false
tomy,newsmast.social,Humanities,humanities,false
tomy,newsmast.social,Physics,physics,false
tomy,newsmast.social,Science,science,false
tomy,newsmast.social,Space,space,false
tomy,newsmast.social,Philosophy,philosophy,true
Anneliese,newsmast.social,Science,science,false
Anneliese,newsmast.social,Social Sciences,social_sciences,false
GiuliaTranchina,newsmast.social,Humanities,humanities,false
GiuliaTranchina,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
GiuliaTranchina,newsmast.social,Law & Justice,law_justice,false
GiuliaTranchina,newsmast.social,Poverty & Inequality,poverty_inequality,false
Iyad_Abumoghli,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
Iyad_Abumoghli,newsmast.social,Climate change,climate_change,false
Iyad_Abumoghli,newsmast.social,Law & Justice,law_justice,false
Iyad_Abumoghli,newsmast.social,Photography,photography,false
Iyad_Abumoghli,newsmast.social,Science,science,false
Iyad_Abumoghli,newsmast.social,Space,space,false
Iyad_Abumoghli,newsmast.social,Environment,environment,true
aliegilbert,newsmast.social,Breaking News,breaking_news,true
Tarden7,newsmast.social,Breaking News,breaking_news,false
Tarden7,newsmast.social,Humour,humour,false
Tarden7,newsmast.social,Movies,movies,false
Tarden7,newsmast.social,Music,music,false
Tarden7,newsmast.social,Nature & Wildlife,nature_wildlife,false
Tarden7,newsmast.social,Journalism & Comment,news_comment_data,false
Tarden7,newsmast.social,Photography,photography,false
Tarden7,newsmast.social,Football,football,true
LynnNanos,newsmast.social,Government & Policy,government_policy,false
ScharSchool,newsmast.social,Government & Policy,government_policy,true
LynnNanos,newsmast.social,Law & Justice,law_justice,false
LynnNanos,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
WildCard,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,true
guzz,newsmast.social,Weather,weather,false
guzz,newsmast.social,"Hunger, Disease & Water",hunger_disease_water,false
guzz,newsmast.social,Academia & Research,academia_research,false
guzz,newsmast.social,Markets & Finance,markets_finance,false
guzz,newsmast.social,AI,ai,false
guzz,newsmast.social,Biology,biology,false
guzz,newsmast.social,Mathematics,mathematics,false
lawyer,newsmast.social,History,history,false
lawyer,newsmast.social,Humanities,humanities,false
lawyer,newsmast.social,Humour,humour,false
guzz,newsmast.social,Physics,physics,false
guzz,newsmast.social,Architecture & Design,architecture_design,false
guzz,newsmast.social,Performing Arts,performing_arts,false
Anneliese,newsmast.social,Environment,environment,true
lawyer,newsmast.social,Immigrants Rights,immigrants_rights,false
ScharSchool,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
ScharSchool,newsmast.social,AI,ai,false
ScharSchool,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
ScharSchool,newsmast.social,Biology,biology,false
ScharSchool,newsmast.social,Black Voices,black_voices,false
ScharSchool,newsmast.social,Breaking News,breaking_news,false
ScharSchool,newsmast.social,Business,business,false
guzz,newsmast.social,TV & Radio,tv_radio,false
ScharSchool,newsmast.social,Climate change,climate_change,false
guzz,newsmast.social,Sport,sport,false
guzz,newsmast.social,US Sport,us_sport,false
guzz,newsmast.social,Humour,humour,false
ScharSchool,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
ScharSchool,newsmast.social,Disabled Voices,disabled_voices,false
ScharSchool,newsmast.social,Energy & Pollution,energy_pollution,false
ScharSchool,newsmast.social,Engineering,engineering,false
ScharSchool,newsmast.social,Environment,environment,false
sean,newsmast.social,Journalism & Comment,news_comment_data,true
ScharSchool,newsmast.social,Healthcare,healthcare,false
ScharSchool,newsmast.social,Immigrants Rights,immigrants_rights,false
ScharSchool,newsmast.social,Indigenous Peoples,indigenous_peoples,false
ScharSchool,newsmast.social,Poverty & Inequality,poverty_inequality,false
jsit,newsmast.social,Journalism & Comment,news_comment_data,false
ScharSchool,newsmast.social,Law & Justice,law_justice,false
ScharSchool,newsmast.social,LGBTQ+,lgbtq,false
ScharSchool,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
ScharSchool,newsmast.social,Journalism & Comment,news_comment_data,false
ScharSchool,newsmast.social,Politics,politics,false
markrubbo,newsmast.social,Healthcare,healthcare,false
eannac,newsmast.social,Government & Policy,government_policy,false
markrubbo,newsmast.social,Law & Justice,law_justice,false
Drizzleanddip,newsmast.social,Books & Literature,books_literature,false
Drizzleanddip,newsmast.social,Breaking News,breaking_news,false
Drizzleanddip,newsmast.social,Creative Arts,creative_arts,false
ScharSchool,newsmast.social,Science,science,false
ScharSchool,newsmast.social,Social Sciences,social_sciences,false
ScharSchool,newsmast.social,Space,space,false
ScharSchool,newsmast.social,Technology,technology,false
Drizzleanddip,newsmast.social,Environment,environment,false
ScharSchool,newsmast.social,Women’s Voices,women_voices,false
ScharSchool,newsmast.social,Workers Rights,workers_rights,false
Drizzleanddip,newsmast.social,Movies,movies,false
Drizzleanddip,newsmast.social,Photography,photography,false
lawyer,newsmast.social,Indigenous Peoples,indigenous_peoples,false
Drizzleanddip,newsmast.social,Travel,travel,false
Drizzleanddip,newsmast.social,Visual Arts,visual_arts,false
Drizzleanddip,newsmast.social,Food & Drink,food_drink,true
dawnie,newsmast.social,Breaking News,breaking_news,false
WildCard,newsmast.social,Climate change,climate_change,false
WildCard,newsmast.social,Environment,environment,false
dawnie,newsmast.social,Creative Arts,creative_arts,false
dawnie,newsmast.social,Food & Drink,food_drink,false
dawnie,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
dawnie,newsmast.social,Pets,pets,false
dawnie,newsmast.social,Puzzles,puzzles,false
dawnie,newsmast.social,Nature & Wildlife,nature_wildlife,true
markrubbo,newsmast.social,Politics,politics,false
vespula,newsmast.social,Space,space,false
rebarkable,newsmast.social,Biology,biology,false
rebarkable,newsmast.social,Environment,environment,false
rebarkable,newsmast.social,Food & Drink,food_drink,false
rebarkable,newsmast.social,Science,science,false
rebarkable,newsmast.social,Pets,pets,true
ghutchis,newsmast.social,Climate change,climate_change,false
ghutchis,newsmast.social,Creative Arts,creative_arts,false
ghutchis,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
ghutchis,newsmast.social,Energy & Pollution,energy_pollution,false
johnhawks,newsmast.social,AI,ai,false
johnhawks,newsmast.social,Science,science,false
johnhawks,newsmast.social,Social Sciences,social_sciences,false
johnhawks,newsmast.social,Space,space,false
johnhawks,newsmast.social,Biology,biology,true
avalio77,newsmast.social,AI,ai,false
avalio77,newsmast.social,Books & Literature,books_literature,false
avalio77,newsmast.social,Climate change,climate_change,false
avalio77,newsmast.social,Democracy & Human Rights,democracy_human_rights,false
avalio77,newsmast.social,Environment,environment,false
avalio77,newsmast.social,Government & Policy,government_policy,false
avalio77,newsmast.social,History,history,false
LynnNanos,newsmast.social,Social Sciences,social_sciences,true
avalio77,newsmast.social,Humanities,humanities,false
guzz,newsmast.social,Biodiversity & Rewilding,biodiversity_rewilding,false
avalio77,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
avalio77,newsmast.social,Philosophy,philosophy,false
guzz,newsmast.social,Activism & Civil Rights,activism_civil_rights,false
guzz,newsmast.social,Disabled Voices,disabled_voices,false
avalio77,newsmast.social,Social Sciences,social_sciences,false
avalio77,newsmast.social,Technology,technology,false
avalio77,newsmast.social,Poverty & Inequality,poverty_inequality,true
LynnNanos,newsmast.social,Science,science,false
guzz,newsmast.social,Indigenous Peoples,indigenous_peoples,false
guzz,newsmast.social,Women’s Voices,women_voices,false
markrubbo,newsmast.social,US Politics,us_politics,false
andrzej1,newsmast.social,AI,ai,false
FemalesNFinance,newsmast.social,Mental Health & Wellbeing,mental_health_wellbeing,false
FemalesNFinance,newsmast.social,Journalism & Comment,news_comment_data,false
andrzej1,newsmast.social,Architecture & Design,architecture_design,false
andrzej1,newsmast.social,Books & Literature,books_literature,false
natashaklondon,newsmast.social,Nature & Wildlife,nature_wildlife,false
natashaklondon,newsmast.social,Travel,travel,false
